Price,District,City,Town,EnergyCertificate,Parking,ConstructionYear,Garage,Elevator,NumberOfBathrooms,AreaAssigned,RoomsAssigned,PricePerSqm,Region
295000.0,Faro,Loulé,Almancil,A,3.0,2023.0,false,true,1.0,144.0,2.0,2048.6111111111113,Algarve
650000.0,Lisboa,Lisboa,Campolide,A,1.0,2023.0,false,true,1.0,89.0,2.0,7303.3707865168535,Lisboa
213500.0,Braga,Guimarães,Mesão Frio,C,1.0,1994.0,false,false,2.0,102.0,3.0,2093.1372549019607,Norte
149000.0,Porto,Valongo,Ermesinde,C,1.0,1999.0,false,false,1.0,99.0,2.0,1505.050505050505,Norte
439900.0,Lisboa,Lisboa,Benfica,D,0.0,1969.0,false,false,2.0,72.0,3.0,6109.722222222223,Lisboa
560000.0,Lisboa,Cascais,Cascais e Estoril,D,0.0,1958.0,false,false,2.0,70.0,2.0,8000.0,Lisboa
295000.0,Porto,Porto,Paranhos,D,1.0,2000.0,False,false,2.0,95.0,2.0,3105.2631578947367,Norte
250000.0,Faro,Tavira,Conceição e Cabanas de Tavira,E,1.0,1994.0,False,false,2.0,104.0,3.0,2403.846153846154,Algarve
210000.0,Braga,Vila Nova de Famalicão,Brufe,A,1.0,2023.0,false,true,2.0,94.0,2.0,2234.0425531914893,Norte
90000.0,Braga,Braga,Vilaça e Fradelos,B,0.0,1978.0,False,false,1.0,78.0,2.0,1153.8461538461538,Norte
160000.0,Porto,Vila Nova de Gaia,Canidelo,C,1.0,1992.0,False,true,1.0,60.0,1.0,2666.6666666666665,Norte
199000.0,Porto,Marco de Canaveses,Marco,E,1.0,1989.0,False,true,2.0,120.0,4.0,1658.3333333333333,Norte
98500.0,Setúbal,Moita,Baixa da Banheira e Vale da Amoreira,D,0.0,1979.0,false,false,2.0,75.0,3.0,1313.3333333333333,Lisboa
225000.0,Vila Real,Chaves,Santa Maria Maior,A+,1.0,2023.0,False,true,2.0,128.0,6.0,1757.8125,Norte
170000.0,Lisboa,Vila Franca de Xira,Vila Franca de Xira,D,0.0,1976.0,False,false,2.0,55.0,2.0,3090.909090909091,Lisboa
730200.0,Lisboa,Lisboa,Misericórdia,NC,0.0,2021.0,False,false,1.0,77.0,2.0,9483.116883116883,Lisboa
900000.0,Lisboa,Lisboa,São Domingos de Benfica,C,3.0,1997.0,false,true,3.0,148.0,3.0,6081.081081081081,Lisboa
174900.0,Porto,Maia,Castêlo da Maia,D,1.0,1999.0,False,true,1.0,68.0,3.0,2572.0588235294117,Norte
213000.0,Viana do Castelo,Viana do Castelo,Darque,NC,1.0,2023.0,False,true,2.0,74.0,2.0,2878.3783783783783,Norte
565000.0,Lisboa,Lisboa,Campolide,B,0.0,2021.0,false,true,1.0,73.0,2.0,7739.726027397261,Lisboa
550000.0,Lisboa,Lisboa,Campolide,C,0.0,1994.0,false,true,1.0,101.0,2.0,5445.544554455446,Lisboa
199000.0,Faro,Tavira,Conceição e Cabanas de Tavira,C,1.0,2004.0,false,false,1.0,70.0,2.0,2842.8571428571427,Algarve
720000.0,Lisboa,Lisboa,Belém,C,1.0,2007.0,false,true,2.0,144.0,2.0,5000.0,Lisboa
225000.0,Setúbal,Almada,Laranjeiro e Feijó,D,0.0,1998.0,false,false,1.0,77.0,2.0,2922.0779220779223,Lisboa
459900.0,Lisboa,Cascais,São Domingos de Rana,D,0.0,2005.0,True,true,3.0,140.0,5.0,3285.0,Lisboa
104000.0,Castelo Branco,Castelo Branco,Castelo Branco,E,0.0,1988.0,false,true,2.0,88.0,3.0,1181.8181818181818,Centro
300000.0,Lisboa,Arruda dos Vinhos,Arruda dos Vinhos,A,0.0,2024.0,False,false,2.0,78.0,2.0,3846.153846153846,Lisboa
165000.0,Porto,Vila Nova de Gaia,Arcozelo,C,1.0,2000.0,False,true,1.0,63.0,1.0,2619.0476190476193,Norte
260000.0,Faro,Portimão,Portimão,D,1.0,1993.0,false,true,2.0,107.0,3.0,2429.9065420560746,Algarve
145000.0,Aveiro,Oliveira de Azeméis,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail",E,1.0,2006.0,False,true,2.0,115.0,3.0,1260.8695652173913,Centro
1900000.0,Faro,Albufeira,Albufeira e Olhos de Água,E,0.0,1985.0,True,false,0.0,1350.0,14.0,1407.4074074074074,Algarve
435000.0,Porto,Matosinhos,Matosinhos e Leça da Palmeira,C,1.0,1996.0,false,true,3.0,146.0,3.0,2979.4520547945203,Norte
230000.0,Lisboa,Lisboa,Olivais,C,0.0,1991.0,false,true,1.0,59.0,2.0,3898.3050847457625,Lisboa
990000.0,Lisboa,Lisboa,Areeiro,B,2.0,1994.0,false,true,4.0,189.0,5.0,5238.0952380952385,Lisboa
950000.0,Lisboa,Lisboa,Estrela,B,0.0,2022.0,false,false,2.0,117.0,3.0,8119.65811965812,Lisboa
335000.0,Setúbal,Almada,Costa de Caparica,C,0.0,1980.0,false,true,1.0,75.0,2.0,4466.666666666667,Lisboa
325000.0,Faro,Tavira,Tavira (Santa Maria e Santiago),C,0.0,2007.0,True,true,2.0,108.0,3.0,3009.259259259259,Algarve
409000.0,Lisboa,Lisboa,Areeiro,C,0.0,1986.0,False,true,2.0,81.0,7.0,5049.382716049383,Lisboa
124950.0,Castelo Branco,Belmonte,Belmonte e Colmeal da Torre,B-,1.0,2000.0,false,false,2.0,150.0,3.0,833.0,Centro
395000.0,Lisboa,Cascais,Alcabideche,D,1.0,1962.0,False,false,2.0,96.0,3.0,4114.583333333333,Lisboa
219000.0,Porto,Vila Nova de Gaia,Madalena,B,0.0,2000.0,True,true,1.0,64.0,3.0,3421.875,Norte
1110000.0,Setúbal,Alcochete,Alcochete,A+,1.0,2023.0,false,true,2.0,112.0,3.0,9910.714285714286,Lisboa
202000.0,Porto,Porto,Ramalde,A+,0.0,2023.0,False,true,1.0,38.0,2.0,5315.789473684211,Norte
482000.0,Setúbal,Setúbal,São Sebastião,D,0.0,1978.0,False,true,2.0,166.0,4.0,2903.614457831325,Lisboa
38000.0,Castelo Branco,Castelo Branco,Castelo Branco,D,0.0,2003.0,False,true,1.0,43.0,1.0,883.7209302325581,Centro
980000.0,Lisboa,Cascais,Cascais e Estoril,NC,1.0,2022.0,False,true,3.0,79.0,3.0,12405.06329113924,Lisboa
220000.0,Aveiro,Espinho,Espinho,NC,0.0,2024.0,True,true,1.0,56.0,1.0,3928.5714285714284,Centro
224000.0,Braga,Braga,Gualtar,NC,1.0,2024.0,False,true,2.0,69.0,2.0,3246.376811594203,Norte
179000.0,Lisboa,Amadora,Águas Livres,F,0.0,1972.0,false,false,2.0,100.0,3.0,1790.0,Lisboa
172500.0,Coimbra,Coimbra,Santa Clara e Castelo Viegas,E,1.0,1984.0,false,true,2.0,84.0,2.0,2053.5714285714284,Centro
320000.0,Setúbal,Almada,Costa de Caparica,C,0.0,1980.0,False,true,1.0,75.0,2.0,4266.666666666667,Lisboa
365000.0,Faro,Loulé,Quarteira,C,0.0,1995.0,True,true,2.0,120.0,2.0,3041.6666666666665,Algarve
215000.0,Lisboa,Amadora,Encosta do Sol,E,0.0,1986.0,False,false,1.0,88.0,3.0,2443.181818181818,Lisboa
1170000.0,Lisboa,Lisboa,São Domingos de Benfica,B,0.0,1999.0,True,true,3.0,192.0,5.0,6093.75,Lisboa
279000.0,Lisboa,Cascais,Carcavelos e Parede,D,0.0,1997.0,False,false,1.0,73.0,3.0,3821.917808219178,Lisboa
230000.0,Viana do Castelo,Viana do Castelo,Darque,NC,1.0,2023.0,false,true,2.0,74.0,2.0,3108.108108108108,Norte
140000.0,Setúbal,Almada,"Almada, Cova da Piedade, Pragal e Cacilhas",E,0.0,1955.0,False,false,1.0,59.0,2.0,2372.8813559322034,Lisboa
375000.0,Lisboa,Sintra,Agualva e Mira-Sintra,D,1.0,1996.0,False,true,2.0,114.0,4.0,3289.4736842105262,Lisboa
249000.0,Setúbal,Almada,Charneca de Caparica e Sobreda,C,0.0,2007.0,false,true,1.0,80.0,2.0,3112.5,Lisboa
150000.0,Lisboa,Alenquer,Alenquer (Santo Estêvão e Triana),D,0.0,2000.0,False,false,1.0,73.0,3.0,2054.794520547945,Lisboa
155000.0,Setúbal,Setúbal,São Sebastião,C,0.0,1994.0,False,true,1.0,85.0,3.0,1823.5294117647059,Lisboa
245000.0,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso,C,1.0,1995.0,false,true,2.0,124.0,2.0,1975.8064516129032,Norte
192500.0,Lisboa,Sintra,Agualva e Mira-Sintra,C,0.0,1985.0,False,true,2.0,85.0,4.0,2264.705882352941,Lisboa
750000.0,Lisboa,Lisboa,Benfica,D,1.0,1994.0,false,true,3.0,128.0,3.0,5859.375,Lisboa
386000.0,Faro,Faro,Faro (Sé e São Pedro),A+,1.0,2023.0,False,true,1.0,90.0,3.0,4288.888888888889,Algarve
290000.0,Braga,Vila Nova de Famalicão,Vila Nova de Famalicão e Calendário,NC,3.0,1999.0,false,true,2.0,185.0,3.0,1567.5675675675675,Norte
350000.0,Lisboa,Lisboa,Arroios,D,0.0,1910.0,False,false,3.0,90.0,5.0,3888.8888888888887,Lisboa
750000.0,Lisboa,Loures,Sacavém e Prior Velho,B,0.0,2018.0,True,true,3.0,129.0,3.0,5813.953488372093,Lisboa
440000.0,Coimbra,Mira,Praia de Mira,B,1.0,2022.0,false,true,3.0,260.0,2.0,1692.3076923076924,Centro
882000.0,Lisboa,Lisboa,Arroios,B,0.0,2023.0,false,true,1.0,99.0,2.0,8909.09090909091,Lisboa
258000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",F,3.0,2001.0,false,false,2.0,90.0,4.0,2866.6666666666665,Centro
151000.0,Coimbra,Figueira da Foz,Tavarede,F,1.0,2006.0,false,true,1.0,100.0,2.0,1510.0,Centro
465000.0,Lisboa,Lisboa,Avenidas Novas,B-,1.0,2007.0,false,true,2.0,116.0,3.0,4008.6206896551726,Lisboa
470000.0,Lisboa,Lisboa,Lumiar,C,1.0,1975.0,false,true,2.0,124.0,3.0,3790.3225806451615,Lisboa
220000.0,Lisboa,Odivelas,Odivelas,F,0.0,1988.0,false,false,1.0,80.0,3.0,2750.0,Lisboa
195000.0,Coimbra,Cantanhede,Cantanhede e Pocariça,A+,1.0,2023.0,false,true,2.0,98.0,2.0,1989.795918367347,Centro
615000.0,Lisboa,Sintra,Queluz e Belas,D,2.0,2005.0,false,true,3.0,167.0,3.0,3682.634730538922,Lisboa
199500.0,Porto,Porto,Paranhos,E,0.0,1988.0,false,true,1.0,66.0,2.0,3022.7272727272725,Norte
164500.0,Aveiro,Oliveira de Azeméis,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail",E,2.0,1996.0,false,true,2.0,113.0,3.0,1455.7522123893805,Centro
430000.0,Lisboa,Amadora,Venteira,C,1.0,2011.0,False,true,3.0,208.0,4.0,2067.3076923076924,Lisboa
610000.0,Viana do Castelo,Viana do Castelo,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,A+,2.0,2023.0,false,true,3.0,154.0,3.0,3961.038961038961,Norte
100000.0,Lisboa,Lisboa,Santa Maria Maior,C,0.0,2019.0,False,false,1.0,24.0,1.0,4166.666666666667,Lisboa
645000.0,Lisboa,Odivelas,Póvoa de Santo Adrião e Olival Basto,A+,0.0,2023.0,True,true,2.0,130.0,3.0,4961.538461538462,Lisboa
280000.0,Lisboa,Lisboa,Benfica,E,0.0,1963.0,False,false,1.0,98.0,3.0,2857.1428571428573,Lisboa
215000.0,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",B-,1.0,2007.0,false,false,4.0,138.0,3.0,1557.9710144927535,Centro
163000.0,Lisboa,Vila Franca de Xira,"Alhandra, São João dos Montes e Calhandriz",D,0.0,1971.0,False,false,1.0,70.0,3.0,2328.5714285714284,Lisboa
290000.0,Lisboa,Odivelas,Pontinha e Famões,D,0.0,1984.0,False,true,2.0,100.0,3.0,2900.0,Lisboa
458000.0,Lisboa,Lisboa,Belém,D,0.0,1988.0,False,false,1.0,81.0,2.0,5654.320987654321,Lisboa
475000.0,Porto,Porto,Campanhã,NC,1.0,1989.0,false,true,2.0,98.0,3.0,4846.938775510204,Norte
160000.0,Viana do Castelo,Viana do Castelo,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,C,0.0,1998.0,False,false,2.0,90.0,2.0,1777.7777777777778,Norte
169500.0,Porto,Gondomar,Baguim do Monte,C,1.0,1996.0,false,true,1.0,85.0,2.0,1994.1176470588234,Norte
395000.0,Lisboa,Mafra,"Enxara do Bispo, Gradil e Vila Franca do Rosário",NC,0.0,2024.0,True,true,3.0,105.0,2.0,3761.904761904762,Lisboa
198000.0,Lisboa,Amadora,Águas Livres,D,0.0,1982.0,false,false,1.0,78.0,2.0,2538.4615384615386,Lisboa
1740000.0,Lisboa,Lisboa,Misericórdia,B,2.0,2016.0,false,true,3.0,122.0,3.0,14262.295081967213,Lisboa
216000.0,Porto,Vila Nova de Gaia,Canelas,C,1.0,2011.0,false,true,2.0,117.0,2.0,1846.1538461538462,Norte
299970.0,Lisboa,Sintra,Queluz e Belas,F,0.0,1970.0,false,false,3.0,77.0,6.0,3895.714285714286,Lisboa
210000.0,Lisboa,Amadora,Mina de Água,D,0.0,1980.0,False,false,1.0,64.0,2.0,3281.25,Lisboa
360000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",D,0.0,1988.0,False,true,1.0,70.0,4.0,5142.857142857143,Lisboa
580000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",A,0.0,2009.0,True,true,2.0,130.0,4.0,4461.538461538462,Lisboa
259000.0,Porto,Porto,Campanhã,E,0.0,1982.0,false,false,2.0,96.0,3.0,2697.9166666666665,Norte
564000.0,Lisboa,Odivelas,Odivelas,C,0.0,2008.0,True,true,2.0,122.0,4.0,4622.950819672131,Lisboa
230000.0,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",E,1.0,2000.0,False,false,2.0,108.0,4.0,2129.6296296296296,Norte
900000.0,Lisboa,Lisboa,Parque das Nações,C,1.0,2006.0,False,true,2.0,149.0,5.0,6040.268456375839,Lisboa
230000.0,Lisboa,Lisboa,Misericórdia,E,0.0,1951.0,false,false,1.0,40.0,1.0,5750.0,Lisboa
217500.0,Leiria,Leiria,Marrazes e Barosa,F,2.0,2002.0,false,true,3.0,214.0,5.0,1016.3551401869158,Centro
1440000.0,Lisboa,Lisboa,Santo António,B,0.0,2023.0,false,true,2.0,124.0,2.0,11612.90322580645,Lisboa
1250000.0,Porto,Porto,"Aldoar, Foz do Douro e Nevogilde",B,0.0,2023.0,True,true,4.0,170.0,7.0,7352.941176470588,Norte
189000.0,Lisboa,Sintra,Queluz e Belas,D,0.0,1970.0,False,false,1.0,57.0,1.0,3315.7894736842104,Lisboa
155000.0,Braga,Guimarães,Creixomil,F,0.0,2022.0,False,false,1.0,51.0,1.0,3039.2156862745096,Norte
491280.0,Aveiro,Aveiro,Glória e Vera Cruz,B,1.0,2023.0,False,true,2.0,100.0,4.0,4912.8,Centro
790000.0,Lisboa,Cascais,Cascais e Estoril,A,1.0,2024.0,False,true,2.0,103.0,3.0,7669.902912621359,Lisboa
495000.0,Lisboa,Torres Vedras,A dos Cunhados e Maceira,A+,1.0,2023.0,false,true,3.0,116.0,2.0,4267.241379310345,Lisboa
325000.0,Lisboa,Sintra,Cacém e São Marcos,D,1.0,1998.0,False,true,2.0,115.0,3.0,2826.086956521739,Lisboa
240000.0,Lisboa,Odivelas,Póvoa de Santo Adrião e Olival Basto,D,0.0,1974.0,false,false,2.0,71.0,2.0,3380.281690140845,Lisboa
215000.0,Porto,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",NC,0.0,2023.0,false,false,1.0,40.0,1.0,5375.0,Norte
220000.0,Lisboa,Sintra,Massamá e Monte Abraão,D,0.0,2002.0,false,true,2.0,90.0,2.0,2444.4444444444443,Lisboa
570000.0,Faro,Tavira,Conceição e Cabanas de Tavira,A,1.0,2024.0,False,true,2.0,107.0,3.0,5327.102803738318,Algarve
319000.0,Lisboa,Sintra,Rio de Mouro,C,0.0,2000.0,True,false,2.0,126.0,3.0,2531.746031746032,Lisboa
199900.0,Porto,Vila Nova de Gaia,Oliveira do Douro,C,1.0,1991.0,false,true,3.0,107.0,3.0,1868.2242990654206,Norte
155000.0,Porto,Vila Nova de Gaia,Oliveira do Douro,F,1.0,1987.0,False,false,4.0,101.0,2.0,1534.6534653465346,Norte
97500.0,Leiria,Alcobaça,Pataias e Martingança,F,0.0,1996.0,False,false,1.0,93.0,4.0,1048.3870967741937,Centro
449000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",C,0.0,1969.0,false,true,2.0,96.0,3.0,4677.083333333333,Lisboa
161000.0,Porto,Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,C,1.0,1990.0,false,false,1.0,95.0,2.0,1694.7368421052631,Norte
77000.0,Lisboa,Loures,"Camarate, Unhos e Apelação",E,0.0,1977.0,false,false,1.0,51.0,2.0,1509.8039215686274,Lisboa
268000.0,Porto,Porto,"Aldoar, Foz do Douro e Nevogilde",C,1.0,1992.0,false,true,2.0,98.0,3.0,2734.6938775510203,Norte
320000.0,Lisboa,Mafra,"Enxara do Bispo, Gradil e Vila Franca do Rosário",D,3.0,2007.0,false,false,4.0,107.0,3.0,2990.654205607477,Lisboa
728000.0,Lisboa,Lisboa,Avenidas Novas,B-,1.0,2021.0,false,true,2.0,105.0,2.0,6933.333333333333,Lisboa
110000.0,Setúbal,Setúbal,São Sebastião,D,0.0,1980.0,false,false,2.0,86.0,3.0,1279.0697674418604,Lisboa
280000.0,Lisboa,Lisboa,Arroios,D,0.0,1977.0,false,true,1.0,47.0,1.0,5957.446808510638,Lisboa
222000.0,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,D,1.0,2006.0,false,true,1.0,99.0,2.0,2242.4242424242425,Algarve
172500.0,Lisboa,Amadora,Águas Livres,E,0.0,1960.0,False,false,1.0,60.0,2.0,2875.0,Lisboa
319000.0,Lisboa,Mafra,Ericeira,C,1.0,2002.0,False,true,2.0,122.0,2.0,2614.754098360656,Lisboa
265000.0,Setúbal,Montijo,Montijo e Afonsoeiro,D,2.0,2016.0,false,true,2.0,103.0,3.0,2572.8155339805826,Lisboa
213000.0,Setúbal,Seixal,Amora,D,0.0,1990.0,false,true,1.0,85.0,2.0,2505.8823529411766,Lisboa
245000.0,Porto,Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,A+,1.0,2024.0,False,true,2.0,47.0,3.0,5212.765957446809,Norte
995000.0,Lisboa,Cascais,Cascais e Estoril,NC,1.0,2024.0,False,true,2.0,113.0,2.0,8805.309734513274,Lisboa
450000.0,Lisboa,Lisboa,Arroios,NC,0.0,1925.0,False,false,2.0,92.0,4.0,4891.304347826087,Lisboa
210000.0,Lisboa,Sintra,Cacém e São Marcos,C,0.0,1998.0,False,true,1.0,88.0,3.0,2386.3636363636365,Lisboa
184900.0,Braga,Braga,Ferreiros e Gondizalves,NC,1.0,1993.0,false,true,2.0,133.0,3.0,1390.2255639097743,Norte
159300.0,Porto,Marco de Canaveses,Marco,D,1.0,1998.0,false,true,1.0,99.0,2.0,1609.090909090909,Norte
210000.0,Leiria,Nazaré,Nazaré,D,0.0,2006.0,false,false,1.0,42.0,1.0,5000.0,Centro
260000.0,Porto,Porto,Bonfim,NC,0.0,2024.0,False,false,1.0,51.0,1.0,5098.0392156862745,Norte
235000.0,Leiria,Pombal,Pombal,A,1.0,2021.0,false,true,1.0,232.0,3.0,1012.9310344827586,Centro
460000.0,Lisboa,Lisboa,Areeiro,B-,0.0,1952.0,false,false,2.0,79.0,3.0,5822.784810126583,Lisboa
149900.0,Viana do Castelo,Viana do Castelo,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,NC,0.0,1999.0,True,true,2.0,111.0,3.0,1350.4504504504505,Norte
186750.0,Porto,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",NC,0.0,2024.0,False,true,1.0,41.0,2.0,4554.878048780488,Norte
2500.0,Faro,Albufeira,Albufeira e Olhos de Água,NC,0.0,1998.0,false,false,1.0,58.0,1.0,43.10344827586207,Algarve
310000.0,Setúbal,Setúbal,Azeitão (São Lourenço e São Simão),A,1.0,2024.0,False,true,2.0,97.0,2.0,3195.8762886597938,Lisboa
670000.0,Lisboa,Lisboa,Parque das Nações,C,1.0,2008.0,false,false,2.0,101.0,2.0,6633.663366336634,Lisboa
720000.0,Lisboa,Lisboa,Carnide,C,2.0,2013.0,false,true,2.0,120.0,3.0,6000.0,Lisboa
159999.0,Braga,Vila Nova de Famalicão,Delães,NC,2.0,2003.0,false,true,1.0,95.0,2.0,1684.2,Norte
165000.0,Lisboa,Amadora,Mina de Água,E,0.0,1985.0,false,false,1.0,67.0,2.0,2462.686567164179,Lisboa
404000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",B,1.0,2021.0,False,true,1.0,107.0,3.0,3775.700934579439,Centro
170000.0,Braga,Guimarães,Azurém,B-,0.0,2018.0,false,false,2.0,42.0,1.0,4047.6190476190477,Norte
118000.0,Lisboa,Sintra,Agualva e Mira-Sintra,D,0.0,1979.0,false,false,1.0,45.0,1.0,2622.222222222222,Lisboa
213000.0,Porto,Valongo,Ermesinde,D,0.0,1980.0,True,false,2.0,150.0,3.0,1420.0,Norte
165000.0,Porto,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",D,0.0,1988.0,False,true,1.0,22.0,3.0,7500.0,Norte
2450000.0,Lisboa,Lisboa,Avenidas Novas,A,1.0,2024.0,False,true,4.0,207.0,6.0,11835.748792270531,Lisboa
240000.0,Setúbal,Seixal,Amora,E,0.0,1996.0,false,false,2.0,111.0,3.0,2162.162162162162,Lisboa
185000.0,Setúbal,Setúbal,São Sebastião,D,0.0,2017.0,false,false,2.0,85.0,3.0,2176.470588235294,Lisboa
169000.0,Lisboa,Sintra,Queluz e Belas,C,0.0,1970.0,False,false,1.0,61.0,3.0,2770.4918032786886,Lisboa
194000.0,Lisboa,Loures,"Santa Iria de Azoia, São João da Talha e Bobadela",D,0.0,1985.0,false,false,1.0,58.0,2.0,3344.8275862068967,Lisboa
155000.0,Setúbal,Seixal,Corroios,G,0.0,1971.0,False,false,1.0,35.0,1.0,4428.571428571428,Lisboa
149000.0,Coimbra,Coimbra,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",F,1.0,1989.0,false,false,1.0,75.0,2.0,1986.6666666666667,Centro
345000.0,Lisboa,Lisboa,Penha de França,D,0.0,1977.0,false,false,1.0,65.0,2.0,5307.692307692308,Lisboa
275000.0,Santarém,Cartaxo,Cartaxo e Vale da Pinta,C,0.0,2006.0,True,false,3.0,266.0,6.0,1033.8345864661653,Centro
250000.0,Setúbal,Almada,Caparica e Trafaria,B,0.0,2021.0,false,false,1.0,60.0,1.0,4166.666666666667,Lisboa
1170000.0,Lisboa,Lisboa,São Domingos de Benfica,NC,2.0,2023.0,false,true,2.0,134.0,3.0,8731.34328358209,Lisboa
175000.0,Faro,Portimão,Portimão,C,1.0,1972.0,false,true,1.0,55.0,2.0,3181.818181818182,Algarve
204900.0,Braga,Braga,São Vicente,NC,1.0,1991.0,false,false,2.0,120.0,3.0,1707.5,Norte
445000.0,Lisboa,Lisboa,Alvalade,E,0.0,1960.0,False,false,2.0,70.0,2.0,6357.142857142857,Lisboa
730000.0,Lisboa,Lisboa,Parque das Nações,D,1.0,2001.0,False,true,2.0,107.0,3.0,6822.429906542056,Lisboa
525300.0,Setúbal,Sesimbra,Santiago (Sesimbra),NC,0.0,2024.0,True,true,2.0,79.0,2.0,6649.367088607595,Lisboa
209900.0,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",NC,1.0,1989.0,False,true,2.0,128.0,3.0,1639.84375,Norte
270000.0,Setúbal,Sesimbra,Santiago (Sesimbra),A,1.0,2020.0,False,true,1.0,73.0,2.0,3698.6301369863013,Lisboa
156000.0,Coimbra,Lousã,Lousã e Vilarinho,F,0.0,1999.0,True,false,3.0,177.0,3.0,881.3559322033898,Centro
120000.0,Coimbra,Coimbra,Santo António dos Olivais,F,0.0,1987.0,False,true,1.0,41.0,1.0,2926.829268292683,Centro
5000.0,Faro,Loulé,Quarteira,NC,0.0,1991.0,false,true,1.0,62.0,1.0,80.64516129032258,Algarve
199500.0,Faro,Portimão,Portimão,D,0.0,1990.0,False,true,1.0,63.0,2.0,3166.6666666666665,Algarve
190000.0,Porto,Felgueiras,Friande,NC,2.0,2022.0,false,true,2.0,126.0,3.0,1507.936507936508,Norte
475000.0,Lisboa,Cascais,São Domingos de Rana,C,0.0,1998.0,True,false,2.0,113.0,3.0,4203.539823008849,Lisboa
215000.0,Lisboa,Loures,Sacavém e Prior Velho,D,0.0,1968.0,false,false,0.0,67.0,2.0,3208.955223880597,Lisboa
155000.0,Coimbra,Figueira da Foz,São Pedro,A+,1.0,2023.0,False,true,1.0,63.0,1.0,2460.3174603174602,Centro
1065240.0,Lisboa,Lisboa,Avenidas Novas,B,1.0,2021.0,false,true,2.0,101.0,2.0,10546.930693069307,Lisboa
167000.0,Setúbal,Setúbal,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",D,0.0,1997.0,false,true,1.0,59.0,2.0,2830.508474576271,Lisboa
287000.0,Porto,Porto,Campanhã,A,1.0,2024.0,False,true,2.0,80.0,2.0,3587.5,Norte
135000.0,Lisboa,Loures,"Camarate, Unhos e Apelação",D,1.0,1998.0,false,false,1.0,61.0,2.0,2213.1147540983607,Lisboa
159500.0,Lisboa,Vila Franca de Xira,Castanheira do Ribatejo e Cachoeiras,D,0.0,1973.0,False,false,1.0,88.0,3.0,1812.5,Lisboa
139000.0,Porto,Gondomar,Rio Tinto,D,1.0,2001.0,False,true,1.0,52.0,5.0,2673.076923076923,Norte
174950.0,Lisboa,Sintra,Cacém e São Marcos,C,0.0,1994.0,false,true,1.0,72.0,2.0,2429.8611111111113,Lisboa
390000.0,Lisboa,Lisboa,São Domingos de Benfica,E,0.0,1966.0,false,true,1.0,76.0,2.0,5131.578947368421,Lisboa
270000.0,Lisboa,Sintra,São João das Lampas e Terrugem,E,2.0,2006.0,false,false,2.0,104.0,2.0,2596.153846153846,Lisboa
275000.0,Santarém,Almeirim,Almeirim,NC,0.0,2024.0,False,true,2.0,126.0,3.0,2182.5396825396824,Centro
199000.0,Porto,Gondomar,Rio Tinto,B-,1.0,2021.0,False,true,1.0,49.0,2.0,4061.2244897959185,Norte
185000.0,Setúbal,Barreiro,"Alto do Seixalinho, Santo André e Verderena",D,0.0,1998.0,false,false,1.0,109.0,2.0,1697.2477064220184,Lisboa
695000.0,Lisboa,Lisboa,Parque das Nações,C,2.0,2006.0,false,true,2.0,103.0,2.0,6747.57281553398,Lisboa
350000.0,Lisboa,Cascais,São Domingos de Rana,C,1.0,2007.0,False,true,1.0,75.0,2.0,4666.666666666667,Lisboa
295000.0,Porto,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",C,0.0,1951.0,False,false,1.0,68.0,3.0,4338.235294117647,Norte
280000.0,Setúbal,Seixal,"Seixal, Arrentela e Aldeia de Paio Pires",A,0.0,2022.0,False,true,2.0,94.0,3.0,2978.723404255319,Lisboa
214000.0,Braga,Guimarães,São Torcato,A,0.0,2024.0,False,false,2.0,89.0,2.0,2404.494382022472,Norte
